pelicula,anio,actor,personaje
Boogie,2009,Pablo Echarri,Boogie (voice)
Boogie,2009,Nancy Dupláa,Marcia (voice)
Boogie,2009,Nicolás Frías,Blackburn (voice)
Boogie,2009,Marcelo Armand,Jones (voice)
Boogie,2009,Rufino Gallo,Sony Calabria (voice)
Boogie,2009,Diego Brizzi,Lewis Reegan / Policía 1 Jonah / Policía 2 (voice)
Boogie,2009,Ricardo Alanis,Derek (voice)
Boogie,2009,Luciana Falcón,Sue (voice)
Boogie,2009,Karin Sabala,Sonia (voice)
Boogie,2009,Hernán Chiozza,Judge (voice)
Boogie,2009,Mariano Chiesa,Fiscal / Matón 1 Blackburn / Matón 2 Blackburn / Locutor radio (voice)
Boogie,2009,Ariel Cister,Roy / Policía 2 / Chulo (voice)
Boogie,2009,Ariel Tarico,Mequetrefe / Black Boy (voice)
Boogie,2009,José Luis Perticarini,Mac Coy / Officer Corte / Fatty (voice)
Boogie,2009,Javier Carbone,Médico / Matón 1 / Muchacho negro 2 (voice)
Boogie,2009,Livia Fernán,Sue Mom (voice)
Boogie,2009,Susana Sisto,Old Lady (voice)
Boogie,2009,Carolina Smith,Contestador tel (voice)
Boogie,2009,Queco Yerve,Grandpa (voice)
Boogie,2009,Rosario Sánchez Almada,Activist (voice)
Boogie,2009,Eduardo Gondell,Gary / First Barman (voice)
Boogie,2009,Damián Stavropulos,Taxi Driver / Cop #1 / Taxi Passenger (voice)
Boogie,2009,Mariano González,Mozo 1 / Tóxico (voice)
Boogie,2009,Paola Monchamps,Ayudante fiscal (voice)
Fragmentada,2023,Jazmín Stuart,Irina
Fragmentada,2023,Beatriz Spelzini,
Fragmentada,2023,César Bordón,Fruzzetti
Fragmentada,2023,Marcos Woinsky,Fotógrafo
Fragmentada,2023,Gustavo Pardi,Mora
Fragmentada,2023,Paula Tabachnik,Ailén
Fragmentada,2023,Juana Bosco,Juana
Fragmentada,2023,Amancay Espíndola,Graciela
Fragmentada,2023,Diego Quiroz,Pehueche
Fragmentada,2023,Daniel Krohn,Harris
Fragmentada,2023,Verónica Schneck,Periodista
Fragmentada,2023,Julieta Rapalini,Camila
Fragmentada,2023,María Milessi,Asistente Diario
Fragmentada,2023,Ignacio Ciatti,Fiscal
Fragmentada,2023,Fiorella Indelicato,Laura
Fragmentada,2023,Daniela Katz,Maestra
Bruma en el Riachuelo,1942,Olinda Bozán,
Bruma en el Riachuelo,1942,Aída Luz,
Bruma en el Riachuelo,1942,Ernesto Raquén,
Bruma en el Riachuelo,1942,Pedro Maratea,
Bruma en el Riachuelo,1942,Héctor Quintanilla,
Bruma en el Riachuelo,1942,María Rosa Paz,
Bruma en el Riachuelo,1942,Alberto Terrones,
Bruma en el Riachuelo,1942,Carlos Fioriti,
Bruma en el Riachuelo,1942,María Goicochea,
Bruma en el Riachuelo,1942,Guillermina Costé,
Bruma en el Riachuelo,1942,Salvador Sinaí,
Bruma en el Riachuelo,1942,Dora Mónaco,
Bruma en el Riachuelo,1942,José Del Vecchio,
Bruma en el Riachuelo,1942,Sofía Pizarro,
Bruma en el Riachuelo,1942,Pura Díaz,
Bruma en el Riachuelo,1942,Celia Podestá,
Buenos Aires viceversa,1996,Vera Fogwill,Daniela
Buenos Aires viceversa,1996,Nicolás Pauls,Damián
Buenos Aires viceversa,1996,Fernán Mirás,Mario
Buenos Aires viceversa,1996,Mirta Busnelli,Loca de la TV
Buenos Aires viceversa,1996,Carlos Roffé,TV service
Buenos Aires viceversa,1996,Mario Paolucci,Amigo
Buenos Aires viceversa,1996,Laura Melillo,Ciega
Buenos Aires viceversa,1996,Harry Havilio,Uncle
Buenos Aires viceversa,1996,Nazareno Casero,Bocha
Buenos Aires viceversa,1996,Carlos Galettini,Don Nicolás
Buenos Aires viceversa,1996,Floria Bloise,Doña Amalia
Buenos Aires viceversa,1996,Inés Molina,Chica loft
Buenos Aires viceversa,1996,Sergio Poves Campos,Adoptive father
Buenos Aires viceversa,1996,Rolando Epstein,Mazur
Buenos Aires viceversa,1996,Susana Cortínez,Madre adoptiva
Buenos Aires viceversa,1996,Lorenzo Quinteros,TV host
Buenos Aires viceversa,1996,Raúl Cárdenas,Boxeador
Buenos Aires viceversa,1996,Axel Pauls,Borracho bar
Buenos Aires viceversa,1996,Bettina Brenna,Novia Mario
Buenos Aires viceversa,1996,Sebastián Polonski,Guru
Buenos Aires viceversa,1996,María Cherniajovsky,Novia Gurú
Buenos Aires viceversa,1996,Alejandro Agresti,Blind man
Buenos Aires viceversa,1996,Verónica Aguilera,Vendedora flores
Buenos Aires viceversa,1996,Verena Von Scoenfelot,Meteoróloga
Buenos Aires viceversa,1996,Paco Sombrero,Encargado hotel
Buenos Aires viceversa,1996,Agustín Castro,Vendedor autos
Buenos Aires viceversa,1996,Ada Quiñones,Vendedora discos
Buenos Aires viceversa,1996,Miguel Ángel Acuña,Recepcionista hotel
Buenos Aires viceversa,1996,Reynaldo Pereira,Recepcionista hotel
Buenos Aires viceversa,1996,Miguel Ángel Gutiérrez,Barra del bar
Buenos Aires viceversa,1996,Romualdo García,Barra del bar
Buenos Aires viceversa,1996,Héctor Giménez,Barra del bar
Buenos Aires viceversa,1996,Alberto Florez,Barra del bar
Buenos Aires viceversa,1996,Carolin Scaglia,Cliente hotel
Buenos Aires viceversa,1996,Cristian Medrano,Cliente hotel
Buenos Aires viceversa,1996,Diego Blasi,Cliente hotel
Buenos Aires viceversa,1996,Héctor Delgado,Cliente hotel
Buenos Aires viceversa,1996,Natalia Calvo,Chica sueño boxeador
Buenos Aires viceversa,1996,Verónica Gonzáles,Chica sueño boxeador
Plata quemada,2000,Leonardo Sbaraglia,El Nene
Plata quemada,2000,Eduardo Noriega,Ángel
Plata quemada,2000,Pablo Echarri,El Cuervo
Plata quemada,2000,Leticia Brédice,Giselle
Plata quemada,2000,Ricardo Bartis,Fontana
Plata quemada,2000,Dolores Fonzi,Vivi
Plata quemada,2000,Carlos Roffé,Nando
Plata quemada,2000,Daniel Valenzuela,Tabaré
Plata quemada,2000,Héctor Alterio,Losardo
Plata quemada,2000,Claudio Rissi,Relator
Plata quemada,2000,Luis Ziembrowski,Florián Barrios
Plata quemada,2000,Harry Havilio,Carlos Tulian
Plata quemada,2000,Roberto Vallejos,Parisi
Plata quemada,2000,Adriana Varela,Cantante
Mariposa,2015,Ailín Salas,Romina
Mariposa,2015,Javier De Pietro,Germán
Mariposa,2015,Julián Infantino,Bruno
Mariposa,2015,Malena Villa,Mariela
Mariposa,2015,Justo Calabria,Juan Pablo
Mariposa,2015,María Laura Cali,Madre Germán adulta
Mariposa,2015,Jorge Díez,Padre Germán adulto
Mariposa,2015,Pilar Fridman,Madre Romina joven
Mariposa,2015,Alejandra Herren,Madre Romina adulta
Mariposa,2015,Ezequiel de Almeida,Padre Germán joven
Mariposa,2015,Manuela Iseas,Madre Germán joven
Mariposa,2015,Javier Ulises Maestro,Padre Mariela
Mariposa,2015,Camila Romagnolo,Amiguita Germán
Mariposa,2015,Santos Diego Bautista,Germán niño
Mariposa,2015,Antonia De Michelis,Vendedora
Mariposa,2015,Lala Mendía,Madre Mariela
Mariposa,2015,Nahuel de Anna,Chico plaza
Camila,1984,Susú Pecoraro,Camila O'Gorman
Camila,1984,Imanol Arias,Ladislao Gutiérrez
Camila,1984,Héctor Alterio,Adolfo O'Gorman
Camila,1984,Elena Tasisto,Joaquina O'Gorman
Camila,1984,Carlos Muñoz Arosa,Monsignor Elortondo
Camila,1984,Héctor Pellegrini,Commandant Soto
Camila,1984,Juan Leyrado,José María
Camila,1984,Cecilio Madanes,
Camila,1984,Claudio Gallardou,Eduardo O'Gorman
Camila,1984,Boris Rubaja,Ignacio
Camila,1984,Alberto Busaid,Capitán
Camila,1984,Lidia Catalano,Hortensia
Camila,1984,Zelmar Gueñol,
Camila,1984,Jorge Hacker,Padre Gannon
Camila,1984,Carlos Marchi,
Camila,1984,Roxana Berco,Carmen O'Gorman
Camila,1984,Alejandra Colunga,Clara O'Gorman
Camila,1984,Alejandro Marcial,
Camila,1984,Oscar Núñez,Mariano
Camila,1984,Jorge Ochoa,Padre Félix
Camila,1984,Fernando «Tacholas» Iglesias,
Camila,1984,Mona Maris,La Perichona
Camila,1984,Armando Capo,
Camila,1984,Martín Coria,
Camila,1984,Olga Veyra,
Camila,1984,Cido Vianna,
Camila,1984,Carlos Rivkin,
Camila,1984,Yanina Amato,
Camila,1984,Mariana Cuello,
Camila,1984,Alejandro Valls,
Camila,1984,Luciano Castellano,
Camila,1984,Manuel Vicente,
Camila,1984,Juan Carlos Galbarsanini,
Camila,1984,Lelio Incrocci,Ladislao Gutiérrez (voz)
Camila,1984,Jean Pierre Reguerraz,
Camila,1984,Juan Manuel Tenuta,
Campamento con mamá,2024,Natalia Oreiro,Patricia 'Patri' Peiró
Campamento con mamá,2024,Milo Zeus Lis,Ramiro 'Rami'
Campamento con mamá,2024,Pablo Rago,Diego
Campamento con mamá,2024,Dalia Gutmann,Giselle
Campamento con mamá,2024,Sofía Morandi,Carla
Campamento con mamá,2024,Sebastián Arzeno,Walter
Campamento con mamá,2024,Paula Baldini,Francesca
Campamento con mamá,2024,Mora Starosta,Luz
Campamento con mamá,2024,Zoe Kunischi Segovia,Sofía
Campamento con mamá,2024,Manuel Kaplan,Bautista
Campamento con mamá,2024,Jana Juárez,Ariana
Campamento con mamá,2024,Manuel Federico Pérez,Martín
Campamento con mamá,2024,Mateus Carrieri,Doble Rami
Campamento con mamá,2024,Jazmín Diz,Doble Patri
Campamento con mamá,2024,Ezequiel Sanz,Hermano Oso
Campamento con mamá,2024,Matilda Novello,Matilda
Campamento con mamá,2024,Manuel Joaquín Palmas,Manuel
Campamento con mamá,2024,Martina Sempolinski Mazzola,Martina
Campamento con mamá,2024,Irena Nemoy,Irena
Campamento con mamá,2024,Emilia Coppolillo Arditi,Emilia
Campamento con mamá,2024,Simón Goldzen,Simón
Campamento con mamá,2024,Tomás Pangue Knobel,Tomás
Campamento con mamá,2024,Vincente Rocchi Sotelo,Vincente
Campamento con mamá,2024,Luciana Anguillesi,Luciana
Campamento con mamá,2024,Juan Bautista König,Juan Bautista
Campamento con mamá,2024,Micaela Jazmín Francia,Micaela
Campamento con mamá,2024,Mora Otamendi,Mora
Campamento con mamá,2024,Martín Taboada,Arturo
Campamento con mamá,2024,Braian Ross,Genaro
Campamento con mamá,2024,Pablo Cernadas,
Campamento con mamá,2024,Felix David Alegre,
Campamento con mamá,2024,María Laura Berch,
Campamento con mamá,2024,Verónica Calvo,
Campamento con mamá,2024,María Eugenia Zapata,
Campamento con mamá,2024,Edgardo Marchiori,
Campamento con mamá,2024,Rubén Heis,
Campamento con mamá,2024,Anibal Sebastián Levaggi,
Campamento con mamá,2024,Nahuel Schiavelli,
Campamento con mamá,2024,Micaela Buye,
Campamento con mamá,2024,Andrea Frigerio,
Canadá,2007,Jacqueline Cordero,
Canadá,2007,Heber Huang,
Cándida,1939,Niní Marshall,Cándida
Cándida,1939,Augusto Codecá,Jesús
Cándida,1939,Juan Carlos Thorry,Dr. Adolfo Sánchez
Cándida,1939,Tulia Ciámpoli,Esther
Cándida,1939,Adolfo Stray,Jacobo
Cándida,1939,Nélida Bilbao,La dactilógrafa
Cándida,1939,César Fiaschi,Dr. Luis Giménez
Cándida,1939,Armando Porzio,El patotero
Cándida,1939,Pedro González,El médico
Cándida,1939,Inés De Rosell,Inés
Cándida,1939,Zully Moreno,Extra (barco de España y feria de diversiones)
Cándida millonaria,1941,Niní Marshall,Cándida
Cándida millonaria,1941,Alberto Bello,Don Marcial Méndez Viñas
Cándida millonaria,1941,Alejandro Maximino,Benito Cuñarro
Cándida millonaria,1941,Lucy Galián,Ana María
Cándida millonaria,1941,Adrián Cuneo,Gualberto Campos
Cándida millonaria,1941,Osvaldo Miranda,Carlos Pereda
Cándida millonaria,1941,Billy Days,Chacha
Cándida millonaria,1941,María Goicoechea,
Cándida millonaria,1941,Maruja Vergara,
Cándida millonaria,1941,José Dorado,
Cándida millonaria,1941,Vicente Forastieri,
Cándida millonaria,1941,Susana Castilla,
Cándida millonaria,1941,Carlos Rollier,
Cándida millonaria,1941,Regina Laval,
Cándida millonaria,1941,Luisita Moreno,
Cándida millonaria,1941,Beba Moranchel,
Cándida millonaria,1941,Lina Estévez,
Cándida millonaria,1941,Armando Bó,
Cándida millonaria,1941,Enrique Núñez,
Cándida millonaria,1941,Margot Orellano,
Cándida millonaria,1941,Lucy Blanco,
Cándida millonaria,1941,Lolita Mon,
Cándida millonaria,1941,Marisa Bello,
Cándida millonaria,1941,Perla Loy,
Cándida millonaria,1941,Chola Rossi,
Cándida millonaria,1941,Félix Gartland,
Cándida millonaria,1941,Félix Tortorelli,
Cándida millonaria,1941,Francisco Plastino,
Almamula,2023,Nicolás Díaz,Nino
Almamula,2023,María Soldi,Elsa
Almamula,2023,Cali Coronel,Ernesto
Almamula,2023,Martina Grimaldi,Natalia
Almamula,2023,Luisa Lucía Paz,María
Almamula,2023,Beto Frágola,Malevo
Almamula,2023,Tania Darchuk,Tania
Almamula,2023,Adrián Ramallo,Padre César
Almamula,2023,Juan Pablo Ruiz Regalado,Rubén
Almamula,2023,Gustavo Benjamín Arce Mitre,Felipe
Almamula,2023,Mara Ponce,Paulina
Almamula,2023,Gabriela Miranda,Laura
Almamula,2023,Melina García,Almamula
Almamula,2023,Jorge Andrés Pérez,Walter
Almamula,2023,Ramiro Ignacio Guillin Miranda,Marcelo
Almamula,2023,José Camilo Giménez,Víctor
Almamula,2023,Nicolas Leandro,Empleado
Almamula,2023,Morena Pérez Costa,Niña Iglesia
Almamula,2023,Antonio Pérez Costa,Niño Iglesia
Almamula,2023,Lorenzo Mancilla,Niño tortugas
Almamula,2023,Natalia Torales,Amiga Tania
Almamula,2023,Thiago Martín Ovejero Pereyra,Luis
Almamula,2023,Emir Bravo,Santi
Almamula,2023,Lucrecia Nuria Carrillo,Mujer indígena
Almamula,2023,Geremías Agustín Montenegro,Panchito
Almamula,2023,Celeste Micaela Torres,Niña que canta
Almamula,2023,Ricardo Héctor Pizarro,Pescador 1
Almamula,2023,Santiago José Sabouret,Pescador 2
Almamula,2023,Vincent Joel Degelke,Padre
Almamula,2023,Pablo Tolosa,Policía
Carnaval de antaño,1940,Florencio Parravicini,Peña
Carnaval de antaño,1940,Sabina Olmos,Margara
Carnaval de antaño,1940,Sofía Bozán,Dora
Carnaval de antaño,1940,Charlo,Pedro
Carnaval de antaño,1940,Enrique Roldán,Senillosa
Carnaval de antaño,1940,Fernando Campos,Gutíerrez
Carnaval de antaño,1940,Warly Ceriani,Gerente
Carnaval de antaño,1940,Alfredo Fornaresio,Maloverti
Carnaval de antaño,1940,José Fajardo,El cuidador
Carnaval de antaño,1940,Carlos Bertoldi,El viejo
Carnaval de antaño,1940,Arnoldo Chamot,El cliente
Carnaval de antaño,1940,Eva Quintana,Laura
Carnaval de antaño,1940,Enrique Ferraro,Director
Carnaval de antaño,1940,El Cachafaz,
Carne Viva,2007,Guillermo Saccomano,Self
Carta a una señorita en París,2024,Claire Allouche,Voz
Casas de fuego,1995,Harry Havilio,Zavalía
Casas de fuego,1995,José Luis Alfonzo,Dr. Kuhn
Casas de fuego,1995,Miguel Ángel Solá,Salvador Mazza
Casas de fuego,1995,Maria Lorenzutti,Beatriz
Casas de fuego,1995,María Dorila Lanz,Mujer de la cooperadora
Casas de fuego,1995,María Francisca Álvarez,Mujer de la cooperadora
Casas de fuego,1995,Marta Gimeno,Mujer de la cooperadora
Casas de fuego,1995,Mario Machado,Cadaver
Casas de fuego,1995,Humberto Serrano,Arce
Casas de fuego,1995,Pastora Vega,Clor
Casas de fuego,1995,Carolina Fal,Elsa Conrad
Casas de fuego,1995,Alfa Bidondo,Médico Mepra
Casas de fuego,1995,Carlos Campos,Médico Mepra
Casas de fuego,1995,Alex Benn,Hoover Miller
Casas de fuego,1995,Suna Rocha,Madre de Luisa
Casas de fuego,1995,Valeria Mostajo,Luisa
Casas de fuego,1995,Marcos Woinsky,Padre Kovacs
Casas de fuego,1995,Adán Cesarini,Gobernador
Casas de fuego,1995,Heimo López Calero,Empleado correos
Casas de fuego,1995,Alejandro Fidalgo,Flautista
Casas de fuego,1995,Marcelo Prieto,Violinista
Casas de fuego,1995,Nora Zinsky,Agustina
Casas de fuego,1995,Boy Olmi,Reynal
Casas de fuego,1995,José García Marino,Hombre rural
Casas de fuego,1995,Carola Reyna,Jeanette
Casas de fuego,1995,Roberto Lorio,Krauss
Casas de fuego,1995,Fabián de Lucas,Leñador
Casas de fuego,1995,Fernando Llosa,Academico
Casas de fuego,1995,Alejandro Aldana,Policia
Casas de fuego,1995,Hugo Sosa,Policia
Casas de fuego,1995,Rubén Iriarte,Periodista
Casas de fuego,1995,Damián Guerra,Periodista
Casas de fuego,1995,Honoria Torre,Amiga de Agustina
Casas de fuego,1995,Martín Reinaga,Hombre muerto
Casas de fuego,1995,Bruno Stagnaro,Pastor
Casas de fuego,1995,Paolo Fiorini,Oculista
Casas de fuego,1995,Matías Latessa,Miller Jr.
Casas de fuego,1995,Rodolfo Gelos,Periodista
Casas de fuego,1995,Alberto Ivern,Periodista
Catita es una dama,1956,Niní Marshall,Catita
Catita es una dama,1956,Augusto Codecá,Pancho
Catita es una dama,1956,Berta Ortegosa,Doña Amalia
Catita es una dama,1956,Luis Corradi,Don Fernando Verdeales
Catita es una dama,1956,Carlos Estrada,Enrique
Catita es una dama,1956,Héctor Rivera,
Catita es una dama,1956,Semillita,
Catita es una dama,1956,Rolando Dumas,Yiyo
Catita es una dama,1956,Odina Narietta,
Catita es una dama,1956,Mirtha Naredo,
Catita es una dama,1956,Esperanza Otero,
Catita es una dama,1956,Luis Calan,
Catita es una dama,1956,Domingo Mania,
Catita es una dama,1956,Carlos Barbetti,
Cautiva,2004,Bárbara Lombardo,Cristina Quadri / Sofía Lombardi
Cautiva,2004,Susana Campos,Elisa Dominich
Cautiva,2004,Hugo Arana,Juez Barrenechea
Cautiva,2004,Osvaldo Santoro,Pablo Quadri
Cautiva,2004,Lidia Catalano,Martha
Cautiva,2004,Noemí Frenkel,Bernstein
Cautiva,2004,Mercedes Funes,Angélica
Cautiva,2004,Silvia Baylé,Adela de Quadri
Cautiva,2004,Roxana Berco,Ana
Cautiva,2004,Luis Gianneo,Dr. Goméz
Cautiva,2004,Marcela Ferradás,Teacher Lucrecia
Cautiva,2004,Floria Bloise,Mother Superior
Cautiva,2004,César Bordón,Raúl
Cautiva,2004,Hana Purita,Graciela de Macías
Cautiva,2004,Gisele Benoldi,Susana Macías
Cautiva,2004,Walter Balzarini,
Cautiva,2004,Márgara Alonso,Sister Teresa
Cautiva,2004,Kevin Sztajn,
"Cazador, la película",2019,Luis María Montanari,Cazador
"Cazador, la película",2019,Germán Baudino,Melkor
"Cazador, la película",2019,Pablo Pinto,Hunter
"Cazador, la película",2019,Julio César Pierangeli,Julitoxxi
"Cazador, la película",2019,Claudio Ramírez,Barman Malaonda
"Cazador, la película",2019,Robertino Pann,Tony Manero de Dos Mangos / Coronel Ricura
"Cazador, la película",2019,Paul Divano,Cervecero de mierda
"Cazador, la película",2019,Laura Vanesa Masso,Meados con cerveza / Mujer atacada en la calle / Puta
"Cazador, la película",2019,Florencia Marascio,Meados con cerveza / Feminista enardecida
"Cazador, la película",2019,Dani Zalenco,Meados con cerveza / Lilitha Garron
"Cazador, la película",2019,Martin Fox Douglas,Gordo Parrillero
"Cazador, la película",2019,Gastón Souto,Fiestero / Demonio atacante
"Cazador, la película",2019,Damián Scalerandi,Demonio atacante
"Cazador, la película",2019,Leticia Salorio,Periodista
"Cazador, la película",2019,Ezequiel Hansen,El Die
"Cazador, la película",2019,Héctor Raggio,Fiestero / Entrevistador
"Cazador, la película",2019,Nicolás Dorado,Tío Pastafrola
"Cazador, la película",2019,Pablo Marini,Gigolo
"Cazador, la película",2019,Adrián Sleiman,Fan denso del Cazita
"Cazador, la película",2019,Andrés Borghi,Demonio lacayo de Melkor
"Cazador, la película",2019,Facundo Spolaore,Demonio lacayo de Melkor
"Cazador, la película",2019,Rodrigo Santamaria,Richard Asspero
"Cazador, la película",2019,Julián Barrett,Rockardo Asspero
"Cazador, la película",2019,Juan José Gabriel Barret,3:14 Jota
"Cazador, la película",2019,Nicolás Polo,Nicogollo Muñoz
"Cazador, la película",2019,Jorge Moreiras,Buitre
"Cazador, la película",2019,Christian Venguiarrutti,Tumba
"Cazador, la película",2019,Leonardo Ibáñez,El rubio salvaje
"Cazador, la película",2019,Diego Luis Forcelledo,El que se afana el bajo / Motoqueros
"Cazador, la película",2019,Gustavo Román Salas,Demonio inmolado
"Cazador, la película",2019,Sebastián Santana,Motoqueros / Demonio golpeado con cuadro
"Cazador, la película",2019,Marcelo Yañez,Demonio ciego que dispara
"Cazador, la película",2019,Christian Miani,Boxeador demoniaco
"Cazador, la película",2019,Cristian Maidana,Contrincante
"Cazador, la película",2019,Diego Rojas Alejandro,Entrenador de boxeo
"Cazador, la película",2019,Juan Ignacio Ramos Martín,Entrenador de boxeo
"Cazador, la película",2019,Tomás Navarro,Arbitro boxeo
"Cazador, la película",2019,Sebastian De la Torre,Jugador de Ping Pong
"Cazador, la película",2019,Lionel Peralta,Jugador de Ping Pong demoniaco
"Cazador, la película",2019,María Moirano,Masajista demoniaco / Puta
"Cazador, la película",2019,Juan Manuel La Volpe,Cliente de masajes
"Cazador, la película",2019,Ana Maidana,Tatuadora
"Cazador, la película",2019,Alejandro Wilson Farina,Tatuado demoniaco
"Cazador, la película",2019,Franco Vallejos,Motoqueros / Repartidor de pizza demoniaco
