titulo,director,anio,duracion,link_pelicula,letterboxd,tags,poster
Dos hermanos,Daniel Burman,2010,105,https://drive.google.com/file/d/1w6FnPR2I8QiAHsFNCGIYtD6uz_4oy5_b/view?usp=drive_link,https://letterboxd.com/film/brother-and-sister-2010/,,https://drive.google.com/uc?id=1rRAJXCdRw6Zp-gwaajG7CpaDlxUZsYB7
El camino de Martín Negri,"Leandro Aparicio, Rafael Guzmán",2021,103,https://drive.google.com/file/d/1AJ2X_TRCpgbNBo4InxZM-QKPitAZ6vFs/view?usp=drive_link,https://letterboxd.com/film/el-camino-de-martin-negri/,,
El día que nos conocimos,"Camilo Antolini, Patricia Carrascal",2021,61,https://drive.google.com/file/d/1rqXoNDpuPRefEwrWSgLKX8jioX7g7_Yd/view,???,,
El faro de las orcas,Gerardo Olivares,2016,110,https://drive.google.com/file/d/1UPTWbgTroy_LSPTskY2ODh-sLHfRIYSK/view?usp=drive_link,https://letterboxd.com/film/the-lighthouse-of-the-orcas/,,https://drive.google.com/uc?id=1dRiYuMgc9Ns6d54oQyrld5TlHXLMJ953
El fuego que hemos construido,Luis Fontal,2023,87,https://drive.google.com/file/d/1qvHIdNk4ZOM-cwyldxSpDdRf4sdLmSiA/view?usp=drive_link,https://letterboxd.com/film/the-fire-2023/,,https://drive.google.com/uc?id=13e8XWOZn1klNXlh67MiG-ICvCN_iBhqE
HH,Julián Setton,2019,19,https://drive.google.com/file/d/1Wy0mQFlWSDNq7DaWeA3fLqskm75nSw-z/view?usp=sharing,https://letterboxd.com/film/hh-2019/,,https://drive.google.com/uc?id=11FuRBMqA3QFpjBT0_r_BNgV4pl5MRjPZ
"Yo, sor Alice",Alberto Marquardt,1999,78,https://drive.google.com/file/d/1lfZe5L65Ifg8dhO-DcaAqI1Gu5DLiEns/view,https://letterboxd.com/film/yo-sor-alice/,#MemoriaAbierta,
Revelar: Indicios de identidad,Fermín Rivera,2024,70,https://drive.google.com/file/d/1oNSAkLsqXWq7T8363P7KrSMF_OpkJEDA/view?usp=sharing,https://letterboxd.com/film/revelar-indicios-de-identidad/,,https://drive.google.com/uc?id=1qXmPf-CCPx5D6BOdmXeHjPjumHwRlEa4
El mensajero,Jayson McNamara,2017,102,https://drive.google.com/file/d/1eak9q4IqCsZO23m2IkCJ0mhhUXYnIoJ-/view?usp=sharing,https://letterboxd.com/film/messenger-on-a-white-horse/,,https://drive.google.com/uc?id=1IECnQq8FX0eLTwzUADxpOTAlokn87zpZ
Mar.IA,"Gabriel Grieco, Nicanor Loreti",2023,81,https://drive.google.com/file/d/1gRp03j5rQ3udLYS-IddWSJjh_sC06JU8/view?usp=drive_link,https://letterboxd.com/film/maria-2023-3/,,https://drive.google.com/uc?id=18gSONl__GsFNrYMn0UMKocR4TNtVumaK
¿Quiere casarse conmigo?,Enrique Carreras,1967,90,https://drive.google.com/file/d/1e0isV4eszl3EPsrJwsQ4OffWynPWZoXF/view?usp=drive_link,https://letterboxd.com/film/quiere-casarse-conmigo/,,https://drive.google.com/uc?id=1iXUqCuU5EnEi1DXiXsr2BAW0dqKiVUNH
Relación prohibida,Ricardo Suñez,1987,68,,,,
Fantasmas de la noche,Santiago Carlos Oves,2009,80,https://drive.google.com/file/d/1hUIbZgKA5hfFPb-WLtngT0rfO2jDOUPP/view?usp=drive_link,https://letterboxd.com/film/fantasmas-de-la-noche/,,https://drive.google.com/uc?id=11R0iTfTJnUVy9yTbxWTFx9kyxVghRZSn
Algún lugar en ninguna parte,Víctor Dínenzon,2009,85,https://drive.google.com/file/d/1TOIlsliWHZ79PBRTeWpYK9psiUFkt2-7/view?usp=drive_link,https://letterboxd.com/film/algun-lugar-en-ninguna-parte/,,
José María y María José: Una pareja de hoy,Rodolfo Costamagna,1973,90,https://drive.google.com/file/d/1ug4Zy5B2x6KIWZ4rCYaeQ6PyojnjhQ91/view,https://letterboxd.com/film/jose-maria-y-maria-jose-una-pareja-de-hoy/,,
Ya es tiempo de violencia,Enrique Juárez,1969,43,https://drive.google.com/file/d/11BV-uH0BPU-GDwXuxiv2qghdEKPffRXM/view?usp=sharing,https://letterboxd.com/film/now-is-the-time-for-violence/,,https://drive.google.com/uc?id=189d_U4mlh645cMUVmfIBSpdsqfS2i-Fr
Ellos volvieron,Iván Noel,2015,100,https://drive.google.com/file/d/124_q8SJO9VapuAA056ZGYcP0K1JCIIvC/view?usp=sharing,https://letterboxd.com/film/they-returned/,,https://drive.google.com/uc?id=16u3F5CiLfVtOH6Moi3ngdfuHL1-U9x1g
La película infinita,Leandro Listorti,2018,54,https://drive.google.com/file/d/1hF6kiXavqBY4_VFBf00-HCDHAsOskbPf/view,https://letterboxd.com/film/the-endless-film/,,
Fresno,Leandro Listorti,2014,3,https://drive.google.com/file/d/1NXO1cNEkE3XkLqPJMAWBYM7-vYGOEFDL/view,https://letterboxd.com/film/fresno-2014/,,https://drive.google.com/uc?id=1TTceHKAp4i2jpCQn9bUt90Y-XYeow4_6
Petit Daguerre,Leandro Listorti,2018,2,https://drive.google.com/file/d/19A0Q0hWfvTeWiZGNNAXJo5JPIXrcHT6b/view,https://letterboxd.com/film/petit-daguerre/,,https://drive.google.com/uc?id=15v1vlu9VNpDH-C0Z838A8KfB3N1gLaG6
Cinco besos,Luis Saslavsky,1945,94,https://drive.google.com/file/d/1TsfCyzz5bpwXsPy9VAi36U-fWVIduakD/view?usp=sharing,https://letterboxd.com/film/cinco-besos/,,https://drive.google.com/uc?id=181zyehP-K5V278RvlTlMpUvk47jdfYwJ
Tren internacional,Daniel Tinayre,1954,100,https://drive.google.com/file/d/1Vyg3f15eMu2aSwo7l9l0a1HXFUsUlYLD/view?usp=sharing,https://letterboxd.com/film/tren-internacional/,,https://drive.google.com/uc?id=11D4rXGIjVFpqhRcyLG2c56trmcW5O4mq
30 segundos de amor,Luis Mottura,1947,76,https://drive.google.com/file/d/1lh3hTQxGbbV19JuTmI8sKB8xzjvLESWd/view?usp=sharing,https://letterboxd.com/film/30-seconds-of-love/,,https://drive.google.com/uc?id=1Uc1VUDHCWoZhfvZylWuwI8ebUvM8G1EG
El amigo alemán,Jeanine Meerapfel,2012,103,https://drive.google.com/file/d/1ElggOxNPErY20--d299X9fOskljda1j2/view?usp=sharing,https://letterboxd.com/film/the-german-friend/,,https://drive.google.com/uc?id=1JuVtgq5Xluim1HEl6JTbAPNizkqZtGdw
Argie,Jorge Blanco,1984,70,https://drive.google.com/file/d/1-jW9vDa-WquVj5PsAsV1A-EkMdtKo2PK/view?usp=sharing,https://letterboxd.com/film/el-santo-marginal/,"#MalvinasArgentinas, #MemoriaAbierta",https://drive.google.com/uc?id=1kewwudq_DMdEE1-1o4uPD0QTQ-8RRFaS
El hombre del futuro,Felipe Ríos Fuentes,2020,92,https://drive.google.com/file/d/1pADMCl_pWTChSPWWu4h4PM3hTJNW0WnG/view?usp=sharing,https://letterboxd.com/film/the-man-of-the-future/,,https://drive.google.com/uc?id=1Itaqr6dxVPzZX-uXS7qxHc38ccQBzPlo
El santo marginal,Carlos Kbal,2023,72,https://drive.google.com/file/d/1DdZLfAHQBrOujdEutw3VOP3XJ9Qx1xTD/view?usp=sharing,https://letterboxd.com/film/el-santo-marginal/,,https://drive.google.com/uc?id=164Yz5wJEuHG0niXLQ7ihtkQkSXOp9RBU
El sereno,"Óscar Estévez, Juacko Mauad",2018,94,https://drive.google.com/file/d/1rnj9qFwFVn1EdVWFKgePq0aUpn6QdvZZ/view?usp=sharing,https://letterboxd.com/film/night-watch-2017/,,
El tío,María Eugenia Sueiro,2018,76,https://drive.google.com/file/d/1IWwq8jtFH3mJzag7NWk9ANpQOeu4xJFI/view?usp=sharing,https://letterboxd.com/film/el-tio/,,
El príncipe,Sebastián Muñoz,2020,96,https://drive.google.com/file/d/1UU35gLJ_9k9v5Au27R_g-40Ols4PAPBg/view?usp=sharing,https://letterboxd.com/film/the-prince-2019/,,
Far from us,"Verena Kuri, Laura Bierbrauer",2018,75,https://drive.google.com/file/d/1nvTfVCpbHuj-_GzyeDF1YAl50hKMbmUM/view?usp=sharing,https://letterboxd.com/film/far-from-us/,,
Fiesta Nibiru,Manuel Facal,2019,80,https://drive.google.com/file/d/13MMFOCVhdTzSWx-PfvDID05YogA_bwmR/view?usp=sharing,https://letterboxd.com/film/fiesta-nibiru/,,https://drive.google.com/uc?id=1EAp6V5Qq7EivcxqAo7Goqy1gv0Mb3KyG
Gonzalo,Gonzalo Giuliano,2021,60,https://drive.google.com/file/d/1wlaUAYg1Cs4R4v103mfiUUt32BtZ4N1x/view?usp=sharing,https://letterboxd.com/film/gonzalo/,,https://drive.google.com/uc?id=13lJ65Mm31fTqZuZIB-rCXdYkAiWsvWbK
Gotas de lluvia,Susana Nieri,2020,71,https://drive.google.com/file/d/1cySqzDMcsElLaYD3XGDbL8pbCKFisili/view?usp=sharing,https://letterboxd.com/film/gotas-de-lluvia/,,https://drive.google.com/uc?id=1pMW9-Kl_S4N_tSOT-f_5MYH_IdF7Q14g
"Guarisove, los olvidados",Bruno Stagnaro,1995,10,https://drive.google.com/file/d/1kNWKbBqysOfNzmns2y5FAmVhED_KHqWi/view?usp=sharing,https://letterboxd.com/film/historias-breves-i-guarisove-los-olvidados/,#MalvinasArgentinas,
Los chicos de la guerra,Bebe Kamin,1984,105,https://drive.google.com/file/d/1ezdSbka47zMFiVL7vdlhC2botnjHRvGr/view?usp=sharing,https://letterboxd.com/film/the-children-of-the-war/,"#MalvinasArgentinas, #MemoriaAbierta",https://drive.google.com/uc?id=1cm4C6chbyWWA9dXLDwbfs_6ETBcz_kbf
A través de las ruinas,Claudio Caldini,1982,8,https://drive.google.com/file/d/1rdKlsOQimc3HRhQ7j3zILJ_S3vOOYYRb/view?usp=sharing,https://letterboxd.com/film/through-the-ruins/,#MalvinasArgentinas,
Prohibido olvidar,Roberto De Biase,2014,10,https://drive.google.com/file/d/1ImVv306d54kpLyAZOxaAwc3AXnS7a_br/view?usp=sharing,https://letterboxd.com/film/prohibido-olvidar/,#MalvinasArgentinas,https://drive.google.com/uc?id=1oHWcPuLUaJrwwWMXqf0WSNdkpopKHSNp
Nuestras Islas Malvinas,Raymundo Gleyzer,1966,30,https://drive.google.com/file/d/1iTD7yoLCM3dhOoLE0OR_aK3k_Rdunb66/view?usp=drive_link,https://letterboxd.com/film/our-malvinas-islands/,#MalvinasArgentinas,https://drive.google.com/uc?id=1I1xwLUYbi0yTVnjCgoToM9ALLyKfZy7X
"White, Blue and White",Camilo Antolini,2014,51,https://drive.google.com/file/d/1RjI5njdxMtwR05gLs9OZH0oefu039JSN/view?usp=sharing,https://letterboxd.com/film/white-blue-and-white/,#MalvinasArgentinas,
Una pausa no es el fin,Waldo Román Martínez,2021,61,https://drive.google.com/file/d/1N1F0DB-N6HsXL9xnhO99jcmYY4mjf3mp/view?usp=sharing,https://letterboxd.com/film/a-pause-is-not-the-end/,#MalvinasArgentinas,https://drive.google.com/uc?id=1za0z8sVw-tMc1gHlmtJr0U3-oyLJm6WH
"Vigilia, el estado de quien permanece despierto",Alvare Di Pilato,2023,58,https://drive.google.com/file/d/1SBsq9w2hOLl98nEnqsbAjXILhLfp2wFS/view?usp=sharing,https://letterboxd.com/film/vigilia-el-estado-de-quien-permanece-despierto/,#MalvinasArgentinas,
Guerra de bombuchas,Violeta Montoya,2020,30,https://drive.google.com/file/d/16ZvJ_QnGfNG5CB4ec3mzAn6ywlLWNYmA/view?usp=sharing,https://letterboxd.com/film/guerra-de-bombuchas/,#MalvinasArgentinas,https://drive.google.com/uc?id=1iyJ1PCT1PdgFqpsX0wliJIgN6CXTuJYx
Soldado argentino solo reconocido por Dios,Rodrigo Fernández Engler,2016,102,https://drive.google.com/file/d/1m0Q8ZNzG6RcEf4lVnYWAUEqU9ZoZ6dpq/view?usp=sharing,https://letterboxd.com/film/argentine-soldier-only-known-by-god/,"#MalvinasArgentinas, #MemoriaAbierta",https://drive.google.com/uc?id=13KLyP3BKsKgEjv0vQvIvUbCfrVZfAo0T
Corresponder,Natalia Barber,2023,14,https://drive.google.com/file/d/13jGQm9WhoUvJgHii4601GxTFH7mVcuYU/view?usp=sharing,https://letterboxd.com/film/corresponder/,#MalvinasArgentinas,https://drive.google.com/uc?id=1nRLwIjCCr3IZmMa4Fer7Ha1v_OOCBHK9
El derrumbe del tiempo,José Luis Romano,2020,80,https://drive.google.com/file/d/18p169VGTCK_Vjrlvj8m7KcS_CnVbYA-6/view?usp=sharing,??,#MalvinasArgentinas,
Héroe corriente,Miguel Monforte,2017,82,https://drive.google.com/file/d/1IBfc8QujflQe2C6enSQDoXLOPDVN_Ljp/view?usp=sharing,https://letterboxd.com/film/heroe-corriente/,#MalvinasArgentinas,
"Moncho Águila, ecos de una voz perdida",Romina Sánchez,2023,15,https://drive.google.com/file/d/1r55WMx0SyB_r_ele0O5rlssB8EF6LzzB/view?usp=sharing,??,#MalvinasArgentinas,
A 40 años,María Laura Gerola,2023,15,https://drive.google.com/file/d/1y1j1Ti_y6mAHiIvV61w2-dweBl7RRzrR/view?usp=drive_link,??,#MalvinasArgentinas,
Abril,Juan Pablo Laplace,2014,11,https://drive.google.com/file/d/1h9CNYveHQamwUA29zZDda_YDuvs4qztp/view,https://letterboxd.com/film/abril-2014/,#MalvinasArgentinas,https://drive.google.com/uc?id=1hyFSFLSsTwE15FgkG3wRJG1_gIve7mmh
Apto,Rodrigo Grande,2014,10,https://drive.google.com/file/d/1QsDzH99auc8oqJsI244_xbaXogOSI-tU/view?usp=drive_link,https://letterboxd.com/film/apto/,#MalvinasArgentinas,https://drive.google.com/uc?id=154GNL10DzP6A2Ww5GT7JtiRtQKtoKK6M
Certeza,Sabrina Farji,2014,10,https://drive.google.com/file/d/14IemdyrgdVKTtrRDl9uAJLr6agH_LFKW/view?usp=drive_link,https://letterboxd.com/film/certeza/,#MalvinasArgentinas,https://drive.google.com/uc?id=1EMRIKqbEyBY5DRyjIz8d22KPADgGOTiX
Comodoro,Lucía Puenzo,2014,11,https://drive.google.com/file/d/1rdjiTRNu8rZWZ6qg7m_eNCeXXPO2BsnG/view?usp=drive_link,https://letterboxd.com/film/comodoro/,#MalvinasArgentinas,https://drive.google.com/uc?id=1b2ZPkeVnQQMnCQj3IRh1vUTvqfrlzGx2
Con amigos así,David Blaustein,2014,10,https://drive.google.com/file/d/18xwc8VOM3kbCy4oc-5aMbqOrbQ_sHXRz/view?usp=drive_link,https://letterboxd.com/film/con-amigos-asi/,#MalvinasArgentinas,
CP 9409,Miguel Mato,2014,10,https://drive.google.com/file/d/11ZSQh5AbXQoZLpI0F1W4LkDfho1wfipo/view?usp=drive_link,https://letterboxd.com/film/cp-9409/,#MalvinasArgentinas,https://drive.google.com/uc?id=1fSRdfiqduaLZ79YBDXK_yp1Ic-98twZO
De muestra basta un botón,Néstor Montalbano,2014,10,https://drive.google.com/file/d/15VZVLIfI4myGCvO19-qKbWLhdivRZwNU/view?usp=drive_link,https://letterboxd.com/film/de-muestra-basta-un-boton/,#MalvinasArgentinas,
El abrazo de Poseidón,Norman Ruiz,2014,10,https://drive.google.com/file/d/1bX7wf0dyYdgEQWJtZTeC8eNLHpvghinP/view?usp=drive_link,https://letterboxd.com/film/el-abrazo-de-poseidon/,#MalvinasArgentinas,
El agujero,Juan Bautista Stagnaro,2014,10,https://drive.google.com/file/d/1JQIWzeHYdAVXZUw-69ysJdElMh57UmOn/view?usp=drive_link,https://letterboxd.com/film/el-agujero-2014/,#MalvinasArgentinas,https://drive.google.com/uc?id=15aPwL8HNWGSIwXt029Ve0D_Pk17ZYyHp
El retorno,Luis Alejandro y Andrés Rodríguez,2014,10,https://drive.google.com/file/d/1e6cHcqheowKTM_BjAf8as1XqpHUnbY6Y/view?usp=drive_link,https://letterboxd.com/film/el-retorno/,#MalvinasArgentinas,https://drive.google.com/uc?id=1rc3dj_z14kz5X2NbvyRQDT3q3RJ7gQ5E
El retorno de las naves,Judith Vélez,2014,11,https://drive.google.com/file/d/1XpQrzNsiCfb6iAXZhOUInRZnnhbhwz_M/view?usp=drive_link,https://letterboxd.com/film/el-retorno-de-las-naves/,#MalvinasArgentinas,https://drive.google.com/uc?id=1rc3dj_z14kz5X2NbvyRQDT3q3RJ7gQ5E
El viaje de abril,Julio Cardoso,2014,10,https://drive.google.com/file/d/1wyZJN3LcOCw5jq4BkLAsgTTh-vDmd7R7/view?usp=drive_link,https://letterboxd.com/film/el-viaje-de-abril/,#MalvinasArgentinas,https://drive.google.com/uc?id=1hyFSFLSsTwE15FgkG3wRJG1_gIve7mmh
En la colonia,Mausi Martínez,2014,10,https://drive.google.com/file/d/1K5NRL7yK5ig4areu7nbQopgS7rAS0Gul/view?usp=drive_link,https://letterboxd.com/film/en-la-colonia/,#MalvinasArgentinas,https://drive.google.com/uc?id=1fl4qdcQaqRbL_qQYBCj0N86X-B5xJ5_P
Entrevista,Sergio Bellotti y Marcelo Schapces,2014,12,https://drive.google.com/file/d/1jnttXtXHNiHbAuWe7Qy-EIOeUt9m0RVn/view?usp=drive_link,https://letterboxd.com/film/entrevista/,#MalvinasArgentinas,https://drive.google.com/uc?id=1xojDPQISKImWTTfrC43cSC-A4fF5O6Ym
Épica,Sandra Gugliotta,2014,12,https://drive.google.com/file/d/14Y7ezH8GRSxU2aPjTO5oPUQcVLyulh6R/view?usp=drive_link,https://letterboxd.com/film/epica/,#MalvinasArgentinas,
Fragmentos,Nicolás Gil Lavedra,2014,10,https://drive.google.com/file/d/1j1jJSk9MJiIodq4bgD3HK0wQOaLYKB91/view?usp=drive_link,https://letterboxd.com/film/fragmentos-2014/,#MalvinasArgentinas,https://drive.google.com/uc?id=1uThX-GW3AA5w4DsfnSt2TQBp5yBDMB4V
La grieta,Carlos Galettini,2014,10,https://drive.google.com/file/d/1uRk7gNsJf5iVRWePad1pkCjNTN9zVcUd/view?usp=drive_link,https://letterboxd.com/film/la-grieta-2014/,#MalvinasArgentinas,https://drive.google.com/uc?id=1gP-mMaEyfAyzbgzLlXqKz9YUzbz4FqdA
La mano de Dios,Rodrigo de Triana,2014,10,https://drive.google.com/file/d/1ldm1nrrdBGZeM2ZcbKj8hvYM5yiWh21-/view?usp=drive_link,https://letterboxd.com/film/la-mano-de-dios-2014/,#MalvinasArgentinas,https://drive.google.com/uc?id=1H_FZ2A6BPNVdCeb5Y6pWxniyoE1Hru4k
La tumba sin nombre,Arnaldo André,2014,10,https://drive.google.com/file/d/1rMcp2SVJhcokQwv2kWJYwAh5TAjrPwEO/view?usp=drive_link,https://letterboxd.com/film/tumba-sin-nombre/,#MalvinasArgentinas,https://drive.google.com/uc?id=1Ff_FHm60mFtBu_ruVr3mN2JWnaTkscFv
Los intrusos,Pablo Fendrik,2014,10,https://drive.google.com/file/d/1B0DMCzUYMoYx-tsOP3Vg5yMf1Mf68wop/view?usp=drive_link,https://letterboxd.com/film/los-intrusos-2014/,#MalvinasArgentinas,https://drive.google.com/uc?id=1yuexZSablmoe9fzaTtVLJC6e6rx0MqS-
Mi mar adentro,Juan Carlos Valdivia,2014,8,https://drive.google.com/file/d/1CUgEFDVTtj76TzyQur9SHrZDMh2N27r_/view?usp=drive_link,https://letterboxd.com/film/mi-mar-adentro/,#MalvinasArgentinas,https://drive.google.com/uc?id=1wfqqoSNL5Fx-nf0scoVBxGNnS7ymLvSA
Por derecho,Víctor Arregui,2014,10,https://drive.google.com/file/d/19dgM0t_Hbsv3kAeParUMbQkjbhijSLdy/view?usp=drive_link,https://letterboxd.com/film/por-derecho/,#MalvinasArgentinas,https://drive.google.com/uc?id=1a7RvNw0Uoc1ZaXmB-wG9U3F4pZCInSiJ
¿Qué hacemos?,Alex Bowen,2014,10,https://drive.google.com/file/d/1OaBp-7oO5UZLxBMoiGV4-CGibjuSHTt2/view?usp=drive_link,https://letterboxd.com/film/que-hacemos/,#MalvinasArgentinas,
Regimiento 7 regresa a casa,Fernando Spiner,2014,10,https://drive.google.com/file/d/1KPQrHcL3-5hfh1xKRZicymfTb-31Ps-q/view?usp=drive_link,https://letterboxd.com/film/regimiento-7-regresa-a-casa/,#MalvinasArgentinas,https://drive.google.com/uc?id=177MkEorQhskBgkSKCNEy4J95cRjlyZyw
"Tao, el camino",Lucía Cedrón,2014,10,https://drive.google.com/file/d/1MBHIJ1qq4u1XQ10SXuAY8Hh1mJqXkcsV/view?usp=drive_link,https://letterboxd.com/film/tao-el-camino/,#MalvinasArgentinas,
Teoría sobre las colonias,Israel Adrián Caetano,2014,10,https://drive.google.com/file/d/1cH8JXuZ3wvULdu_30xaWP4Rvg6Nslc7O/view?usp=drive_link,https://letterboxd.com/film/teoria-sobre-las-colonias/,#MalvinasArgentinas,
Tratado sobre la crueldad,Paula de Luque,2014,10,https://drive.google.com/file/d/1C2acsMBLNbVSejnCZvMwRIEylNn1vgwU/view?usp=drive_link,https://letterboxd.com/film/tratado-sobre-la-crueldad/,#MalvinasArgentinas,https://drive.google.com/uc?id=1Bz60CAgNlA2EKH80-be9RVuoQ4Au4oxP
Un juego del silencio,Rolando Almirante,2014,10,https://drive.google.com/file/d/1tHl3mkUUY7q7UJeJPNo1v-jWTVNT4Fs7/view?usp=drive_link,https://letterboxd.com/film/un-juego-del-silencio/,#MalvinasArgentinas,https://drive.google.com/uc?id=1YW2qLSUSQNUNXjhqqOdVt044aP2xNuos
Una tarde en la vida de dos niños kelpers,Flavio Tambellini,2014,10,https://drive.google.com/file/d/1LQtaznZNNhj0harHqbbnR393CtBNj2k8/view?usp=drive_link,https://letterboxd.com/film/una-tarde-en-la-vida-de-dos-ninos-kelpers/,#MalvinasArgentinas,
Detrás de la sombra,Matías De Lellis,2019,70,https://drive.google.com/file/d/1odAH8B9XJAppc-rUD4_pHaJBEMKLK_pw/view?usp=drive_link,??,#MalvinasArgentinas,
Ni héroe ni traidor,Nicolás Savignone,2018,73,https://drive.google.com/file/d/1umy99VxBi_UGVFaDFY_PrkbFH0reiciQ/view?usp=drive_link,https://letterboxd.com/film/nosotras-tambien-estuvimos/,#MalvinasArgentinas,
Nosotras también estuvimos,Federico Strifezzo,2020,70,https://drive.google.com/file/d/1iGEqhtWFBYbqyHk7LpkUAY1CIYGCC38h/view?usp=drive_link,https://letterboxd.com/film/neither-hero-nor-traitor/,#MalvinasArgentinas,
Operación chocolate,"Carlos Castro, Silvia Maturana",2023,65,https://drive.google.com/file/d/1UvKD2e6d3jhnUdjGazY1mQUSEE0n5t_Z/view?usp=drive_link,https://letterboxd.com/film/a-chocolate-and-a-press-operation/,#MalvinasArgentinas,
Operación Algeciras,Jesús Mora,2004,90,https://drive.google.com/file/d/1wxHINM5QKFlDOXj9iprM9Z82qeowzSUN/view?usp=drive_link,https://letterboxd.com/film/operacion-algeciras/,"#MalvinasArgentinas, #MemoriaAbierta",
QTH,Alex Tossenberger,2017,94,https://drive.google.com/file/d/1XjWVx1K46TNpEfTD-283m4Gj2nsRnhcv/view?usp=drive_link,https://letterboxd.com/film/qth/,#MalvinasArgentinas,https://drive.google.com/uc?id=18qLYeIM7f3tFIKyQd2lhOR5qeJrBEZhz
Grietas en el patriarcado,Cagdas Celtikli y Kai Münch,2020,78,https://drive.google.com/file/d/1xbKy1-LU0ZGAPnu_BAhg3dsVjgjKkbXd/view?usp=drive_link,https://letterboxd.com/film/cracks-in-the-patriarchy/,,https://drive.google.com/uc?id=1gNS9fCcy4Dg8RyneOMr09557hqfZGyHo
Happy Hour,Eduardo Albergaria,2019,104,https://drive.google.com/file/d/1xRTwIkpzAmaB2UyJdRvcpu56JJT2TycJ/view?usp=drive_link,https://letterboxd.com/film/happy-hour-verdades-e-consequencias/,,https://drive.google.com/uc?id=1hVEnVX-U8eT6LRnq171zhh7nDXKkII5T
I nostri giorni,Gisela Peláez,2022,73,https://drive.google.com/file/d/10msH-9z0bmlB8jKyq2YAQmxthUNcMDlH/view?usp=drive_link,https://letterboxd.com/film/i-nostri-giorni-nuestros-dias/,,https://drive.google.com/uc?id=1ljZ2ik1lRm14Uvi_NUOnPrAEkguU-9vU
"Joaquín, mi primón",Luciano Giardino,2021,47,https://drive.google.com/file/d/1TdGoaBvC2BCNdx78Di8DbbzCRN_82vSc/view?usp=drive_link,https://letterboxd.com/film/joaquin-mi-primon/,,
Juana,Daiana Rosenfeld,2021,61,https://drive.google.com/file/d/1Ck0FeVuXD6OeVO0ObslUl3CPl3gaAlQ6/view?usp=drive_link,https://letterboxd.com/film/juana/,,https://drive.google.com/uc?id=1UWSwV0x_PhiZJBIJ9M3DPTMZurWWdWvK
"La firulata, un circo de pueblo",Candelaria Pantaleón,2021,87,https://drive.google.com/file/d/1vb_DnBMt2Kazf_0WHNKrl6qUZ2Ux1obJ/view?usp=drive_link,https://letterboxd.com/film/la-firulata-un-circo-de-pueblo/,,
La danza del cocuy,Gabriela González Fuentes y Yuruani Rodríguez,2019,60,https://drive.google.com/file/d/1RRxTaFkel28PV2fAqm25Pc1ZfXbRFiqV/view?usp=drive_link,https://letterboxd.com/film/la-danza-del-cocuy/,,https://drive.google.com/uc?id=1gcDrDyQaISXMN9MD3aifSTb6u0gNrjH_
La luz mala,Carlos Kbal,2023,82,https://drive.google.com/file/d/1X9Xr9pH5-RbdNCdeBbWhNBt_RWrDw30K/view?usp=drive_link,https://letterboxd.com/film/la-luz-mala/,,https://drive.google.com/uc?id=19SWJOg8qInoJ65HRBq88AteVMZlxLx57
La memoria que habitamos,Diego Ercolano,2023,85,https://drive.google.com/file/d/1rBB8arFmuirU0jA2H5IH5dpPW4Wft8UZ/view?usp=drive_link,https://letterboxd.com/film/la-memoria-que-habitamos/,#LGBT,https://drive.google.com/uc?id=1cdUeCZmAy_DsBDForW7_8JCaj-Zykcb6
La mirada del colibrí,Pablo Leónidas Nisenson,2017,79,https://drive.google.com/file/d/192z-Rue6QTh1d3DeOXm4wY2sUF9l6McP/view?usp=drive_link,??,,
Doña Ana,Zuhair Jury,2001,80,https://drive.google.com/file/d/1ODZxbtb7n9BhhL54DZ78ZVKCsK0dqMGW/view?usp=sharing,??,,
Socios por accidente,Fabián Forte y Nicanor Loreti,2014,90,https://drive.google.com/file/d/1wqdypgQxrg5T-43gPrHKVCVg3HplbWdD/view?usp=sharing,https://letterboxd.com/film/partners-by-accident/,,https://drive.google.com/uc?id=1WWrNJywb9RPp4s7KYFS6jjvNCzYIFyAv
Interludio,Nadia Benedicto,2016,80,https://drive.google.com/file/d/15h4QZ1PoxobdLdJJjv60bGW7nYoVhnCj/view?usp=sharing,https://letterboxd.com/film/interlude-2016-1/,,https://drive.google.com/uc?id=1jYCyZK_nv5NWdChnWUfKYjQIE_izGwv8
Hawaii,Marco Berger,2013,106,https://drive.google.com/file/d/1sNBf8OZILdK7nDQRE5pXgZrHKzy3zKXl/view?usp=sharing,https://letterboxd.com/film/hawaii-2013/,#LGBT,https://drive.google.com/uc?id=1UNvnEAnkBGpwnoWgFyYy0-AzCF8m90io
La noche submarina,"Diego H. Flores, Alejo Moguillansky, Fermín Villanueva",2020,72,"https://drive.google.com/file/d/1B93qoVGeWqeM4gW48Ru6fXptc2GLb1BP/view?usp=sharing,",https://letterboxd.com/film/la-noche-submarina/,,
El día que resistía,Alessia Chiesa,2018,98,https://drive.google.com/file/d/1chCEBbrv4fqTvAtTRcW5I5TdzamXaXbb/view?usp=sharing,https://letterboxd.com/film/the-endless-day/,,
El forastero,Antonio Ber Ciani,1937,80,https://drive.google.com/file/d/1Sr40bclerLf9dwhk_igcJgdF2ng0_Bip/view?usp=sharing,https://letterboxd.com/film/el-forastero/,,https://drive.google.com/uc?id=1kzN1dopLlfsIQMRvqFTVQLjIE6VQZEUX
