titulo,director,anio,duracion,link_pelicula,letterboxd,tags,poster
La casa de palos,Sebastián Sarquís,2020,91,https://drive.google.com/file/d/16vlUoRFR6ICb-sRlOc-g_grK7rP_Ypp5/view,https://letterboxd.com/film/la-casa-de-palos/,,https://drive.google.com/uc?id=1TiRmibmyaRLn4KL5uVbNVGOk5lHKXcBD
La Casa del Amor,Aldo Brunelli Ventura,1973,107,https://drive.google.com/file/d/1Et8ybVgiyn0FCRggtvCbVFvColU9b_AP/view,https://letterboxd.com/film/la-casa-del-amor/,,https://drive.google.com/uc?id=1TawqPN8pqdciBwZcfPmln9OxN4ISIlaG
La chismosa,Enrique Susini,1938,96,https://drive.google.com/file/d/1vy_Th62MK0_0kmNFXSkOGv5lSuOPlgqQ/view,https://letterboxd.com/film/la-chismosa/,,https://drive.google.com/uc?id=1gHmOlp6AJwu1ufsW4CwdWpaxQeUr6DJv
La ciénaga,Lucrecia Martel,2001,103,https://drive.google.com/file/d/1KbQtQiLpOwFEZjRv8R3ItOxjDllaim_X/view?usp=drive_link,https://letterboxd.com/film/la-cienaga/,,https://drive.google.com/uc?id=11IOcx9IQAZJyjhgG53glYbwZe18am0Dt
La cruz,Alejandro Agresti,1998,90,https://drive.google.com/file/d/1HQl0donhPXBwUK-2p-3Ci1Ddlz0rNWKI/view?usp=sharing,https://letterboxd.com/film/la-cruz/,,https://drive.google.com/uc?id=13xbDTDXccvZ8rn5b-u1YRmC91yjs1DLm
La dama del collar,Luis Mottura,1948,80,https://drive.google.com/file/d/1XKu2v1jFh47p2EpYTyOT8j7nEfzcAhkn/view,https://letterboxd.com/film/la-dama-del-collar/,,https://drive.google.com/uc?id=1XmX-QZRrKX7I1UuwvBZ8qeJLpfW468Kf
La danza de la fortuna,Luis Bayón Herrera,1944,74,https://drive.google.com/file/d/1Sa0PzPZnSlczqa55MDlUmXTML3NX550U/view,https://letterboxd.com/film/la-danza-de-la-fortuna/,,https://drive.google.com/uc?id=1MBhXm3Z9kItOrE-pPwp00ch6PO3_Oqc8
La discoteca del amor,Adolfo Aristarain,1980,97,https://drive.google.com/file/d/1tFxYFGcNmqZh5f6uAKn96VimoHv721iJ/view,https://letterboxd.com/film/la-discoteca-del-amor/,,https://drive.google.com/uc?id=1Lywm_5Ih6U_3j5c-CB71EeyoXUSuVr8y
La fiesta de todos,Sergio Renán,1979,110,https://drive.google.com/file/d/1jtlrNkrGXj5uvWaP6I9cyk9H73pECNDN/view?usp=drive_link,https://letterboxd.com/film/la-fiesta-de-todos/,#MemoriaAbierta,https://drive.google.com/uc?id=1kyYO0HBFT9YHJy79wXL7BJhjxE-XfLva
La flor,Mariano Llinás,2018,803,https://drive.google.com/drive/folders/1ca5-ILwzQItHUp8RC3X-DD54h9tTcbLM,https://letterboxd.com/film/la-flor/,,https://drive.google.com/uc?id=1fyUuMGYL67a2Yl7vjPCAhWlM8dcZcyX0
La frontera olvidada,Juan Carlos Neyra,1969,72,https://drive.google.com/file/d/1A89ne-lswU3nkYEo86jH0rkW6Cs6EmR5/view?usp=sharing,https://letterboxd.com/film/la-frontera-olvidada/,,https://drive.google.com/uc?id=1yOp57k0fgLw_JuTysl1SVjoTCI9I_ZFV
La historia del tango,Manuel Romero,1949,69,https://drive.google.com/file/d/10y_m_snIv72y2L55bvbS_2rqT2jtX7Sd/view,https://letterboxd.com/film/la-historia-del-tango/,,https://drive.google.com/uc?id=1cxjr-0StBG3Kwtb2bqu3wCGeoaG3Z9Sg
La honra de los hombres,Carlos Schlieper,1946,85,https://mega.nz/folder/aK5imRrJ#hBLKlb3u58Owiu0qp8lnyQ,https://letterboxd.com/film/la-honra-de-los-hombres/,,https://drive.google.com/uc?id=1-O6ympawIrs2FlLdBOa9YrPo3sQ_HRKQ
La leyenda,Sebastián Pivotto,2008,92,https://drive.google.com/file/d/1YTDj9k3bgZFT_Fb1VAn3JkmmWKJtrJvI/view,https://letterboxd.com/film/la-leyenda/,,https://drive.google.com/uc?id=1f2QNNg6KcFqd54fRKa2xsEdnnS_CIc4x
La libertad,Lisandro Alonso,2001,73,https://drive.google.com/file/d/1eapVjrXBv-IDOo_0oQKx98qfqhWKIsyE/view,https://letterboxd.com/film/la-libertad/,,https://drive.google.com/uc?id=1ipEZE7Z4-d3VRn3tZ9YpbqzxtkT7ECZy
La madre María,Lucas Demare,1974,102,https://drive.google.com/file/d/1j72N1tMGGHgHsgPYyuno1IoVv_ZdOgVW/view,https://letterboxd.com/film/la-madre-maria/,,https://drive.google.com/uc?id=1S1gd3ioHIz7njada6HlGVi27khjHcg2k
La maestrita de los obreros,Alberto de Zavalía,1942,91,https://drive.google.com/file/d/1jL2dj7aSdkN69KxLmNQ-ufhpI1GK6gIG/view,https://letterboxd.com/film/la-maestrita-de-los-obreros/,,https://drive.google.com/uc?id=1AxHsxs5dCY30J2zMoa78sLNbEqVnakfP
La Mary,Daniel Tinayre,1974,107,https://drive.google.com/file/d/1dIyIiO-5osRx5LFZ3DGY7LXiIZGpzyas/view,https://letterboxd.com/film/la-mary/,,https://drive.google.com/uc?id=1MR9SJ3MRYC06g1aDZbO_X5l6jzLVJEyj
La modelo y la estrella,Manuel Romero,1939,85,https://drive.google.com/file/d/1AROOm78zq5NAWUztU1Flui9wXxn5CCxY/view,https://letterboxd.com/film/la-modelo-y-la-estrella/,,https://drive.google.com/uc?id=19A8gKAYYdbebR8fBFk4cuYLpJG_VMH0e
La mosca en la ceniza,Gabriela David,2010,98,https://drive.google.com/file/d/1ZYi4ORjOnQ3X6ZijyBZn_gfb6_lrzFKp/view,https://letterboxd.com/film/la-mosca-en-la-ceniza/,,https://drive.google.com/uc?id=1N1Yh7cfMLhIL8diVipt8L574rUlgR4LG
La muerte de Sebastián Arache y su pobre entierro,Nicolás Sarquís,1974,102,https://drive.google.com/file/d/1_jU2egrcbCx6VGZJnXyTCJ6kIJaErsGd/view,https://letterboxd.com/film/la-muerte-de-sebastian-arache-y-su-pobre-entierro/,,https://drive.google.com/uc?id=11IezK-RM4fObipEePvh671eZdcxp9tCv
La muerte en las calles,Leo Fleider,1952,83,https://drive.google.com/file/d/1eUS5agn9gWwJqgKem0_aXntllEqg-1DT/view,https://letterboxd.com/film/la-muerte-en-las-calles/,,https://drive.google.com/uc?id=1oT22cBErZcg6uR9JI1D308QVMhOisrXP
La muerte está mintiendo,Carlos F. Borcosque,1950,87,https://drive.google.com/file/d/1rJMPrd7n-P-Qn8s8uDSktgQyPLz6Xbus/view,https://letterboxd.com/film/la-muerte-esta-mintiendo/,,https://drive.google.com/uc?id=1F9Fe6W7gV9dOtZ-umBt3ipCifD-SHzr1
La Navidad de Ofelia y Galván,Raúl Perrone,2007,65,https://drive.google.com/file/d/1hkF1eCagq-a-b_OgSsF1IqwGq98AZbY9/view,https://letterboxd.com/film/la-navidad-de-ofelia-y-galvan/,,https://drive.google.com/uc?id=1UsJO2BnvFxfGH4nrPaMc8--VbTSY7ZVS
La pieza de Franz,Alberto Fischerman,1973,42,https://drive.google.com/file/d/1pNP_vlJwiqJ5ocx8kMgqiCk3pWx304Al/view,https://letterboxd.com/film/la-pieza-de-franz/,,https://drive.google.com/uc?id=1GhOd0nIQd4fRZIlIbrOebzRpCMyXoBYL
La que no perdonó,José A. Ferreyra,1938,98,https://drive.google.com/file/d/1qNqTgsWH-RF3W_eOoULUE2Vo30-xlBB6/view,https://letterboxd.com/film/la-que-no-perdono/,,https://drive.google.com/uc?id=1TfLaxuZlVrl9G5vI8nF3jRh_xyMW9kV_
La quena de la muerte,Nelo Cosimi,1928,68,https://drive.google.com/drive/folders/1tS8MTJu4_wyxc_hWhSHwQ-qgP1HTHLza?usp=drive_link,https://letterboxd.com/film/la-quena-de-la-muerte/,,https://drive.google.com/uc?id=1h8u7ReKkbTS-n7OcxYfP1x687Zmq1QBc
La rubia Mireya,Manuel Romero,1948,81,https://drive.google.com/file/d/16OuEYLh9GoDN_zepGSNCgq_xLLa8L9NQ/view,https://letterboxd.com/film/la-rubia-mireya/,,https://drive.google.com/uc?id=157wCrmMK6OtN65bUySg8NWVT-ZNQZ5bp
La sentencia,Hugo del Carril,1964,86,https://drive.google.com/file/d/1iNcRcbxXvWdWxYXsndxvoKgQzQKrqsaH/view,https://letterboxd.com/film/la-sentencia/,,https://drive.google.com/uc?id=1-yfAB38BF90BtDlPq54TBmMdfpCr_i6a
La trampa,Carlos Hugo Christensen,1949,84,https://drive.google.com/file/d/1d4omnYBKCk7EL1Qatpnb7Upv005MJAL7/view,https://letterboxd.com/film/la-trampa/,,https://drive.google.com/uc?id=1zvy-bO7yoPPYJSUKinpUh5tvekt3JmBe
La Venus maldita,"Alfredo B. Crevenna, Adolfo García Videla",1967,84,https://drive.google.com/file/d/1yEBKWvKbzaY7JIHEy2v2-IW2SFPZvBCH/view,https://letterboxd.com/film/la-venus-maldita/,,
La vida es un tango,Manuel Romero,1939,79,https://drive.google.com/file/d/182Q5hTlvg6kg531ZdMR7NMhL1Ou78qGC/view,https://letterboxd.com/film/la-vida-es-un-tango/,,https://drive.google.com/uc?id=1EkohU2SoJ4ZpHPpxFLjPTyXAAOea0bta
Lai,Rusi Millán Pastori,2017,90,https://drive.google.com/file/d/1daFaeCxQxJ83dBAVBUeZC3tchAasSaoz/view,https://letterboxd.com/film/lai/,,https://drive.google.com/uc?id=1Q2ap47BGDME7kUqtfB74Z2ANAznhThKE
Las campanas de Teresa,Carlos Schlieper,1957,80,https://drive.google.com/file/d/1ofsBFyLLfL1WjuKnrzn2xeMCS0Fd1mk6/view?usp=sharing,https://letterboxd.com/film/las-campanas-de-teresa/,,https://drive.google.com/uc?id=1P_Ho-hzhBF0FeKrBQgjkHUjjCcOMCedP
Las Mariposas de Sadourní,Dario Nardi,2013,94,https://drive.google.com/file/d/1tRio1ZqFz9OGjRvhfuRntcVSAOHwuFpf/view,https://letterboxd.com/film/las-mariposas-de-sadourni/,,https://drive.google.com/uc?id=12O0BsZaaCFa7BvNXtL2hYgl7K7KfGlSX
Las pibas,Raúl Perrone,2012,75,https://drive.google.com/file/d/1MRp5zwpNw6DUlQglcnhwbS-QYdeuqL6W/view?usp=sharing,https://letterboxd.com/film/las-pibas/,,https://drive.google.com/uc?id=18OziCPE9DbY-auXIy3lT5yj2NcYT_fLG
Las sonámbulas,Ernesto Baca,2007,9,https://drive.google.com/file/d/1pjyCp0fbKFmYyCmiFGF1PqwzONo95yda/view,https://letterboxd.com/film/las-sonambulas/,,https://drive.google.com/uc?id=1ND_EYU5fTX6C_oZHToAdWwy_jcCMemxb
Las tres ratas,Carlos Schlieper,1946,85,https://drive.google.com/file/d/1w11MNSd_1E5VFzb4NNd2aMJ0xdNuF3ZN/view?usp=sharing,https://letterboxd.com/film/las-tres-ratas/,,https://drive.google.com/uc?id=1SSK88e7gRuXi-7K3nChbdYCAFzwSIQPn
Las venganzas de Beto Sánchez,Héctor Olivera,1973,83,https://drive.google.com/file/d/1DZrsOwSOK8RtxjqsaJuxQ1BZc0zq8g8m/view,https://letterboxd.com/film/las-venganzas-de-beto-sanchez/,,https://drive.google.com/uc?id=1DrIkpI7crvp0HixIOS7TgpF3HPuI7uHJ
Ley primera,Diego Rafecas,2017,90,https://drive.google.com/file/d/1Q8ZF_Lw-vf4qZAaq-UoOMS21ndrY8Pxd/view,https://letterboxd.com/film/ley-primera/,,https://drive.google.com/uc?id=1xwWoNpYbdVXK-8I2FhEb_xKEGv-HRfSU
Linda,Mariana Wainstein,2024,100,https://drive.google.com/file/d/1Gy6je1_-AIwa4w1AT8ZwtXaAOmPZA0d3/view,https://letterboxd.com/film/linda-2024/,,https://drive.google.com/uc?id=1UwnUWRIWEnbP1PitjbKUOVChjZOEXhhb
Leonera,Pablo Trapero,2008,113,https://drive.google.com/file/d/1ufAOGeF5iSyQKdA1Xdw1Obk3UVZdyuzN/view,https://letterboxd.com/film/lions-den-2008/,,https://drive.google.com/uc?id=16MY0iXJqHFNkQC6XYJlNAseDhsPUo-E5
Corazón de León,Marcos Carnevale,2013,100,https://drive.google.com/file/d/11H2MQS2zZpCdEd910pkWRnM9jgNDR_Fa/view,https://letterboxd.com/film/lions-heart/,,https://drive.google.com/uc?id=1GGbV1Yv5Z-cOi_s_As6yCh-vLow4spNi
Los pequeños aventureros,Daniel Pires Mateus,1977,90,https://drive.google.com/file/d/1j_u4vSyJeAV_n_XHh_k5ARy8knnwugbE/view,https://letterboxd.com/film/little-adventurers/,,https://drive.google.com/uc?id=1qVCEHTcDAvcf5RJSgB9IPGpAdEK4BOEy
Liverpool,Lisandro Alonso,2008,84,https://drive.google.com/file/d/1JNFXSHDuOIggXptFVLwj1XR3bYrJ9Lc0/view,https://letterboxd.com/film/liverpool/,,https://drive.google.com/uc?id=1pLwJ97c1Di6ASbfwJWeHTeTH059Gc2gL
Llavallol,"Mariano Paz, Adrián Cangi",2008,65,https://drive.google.com/file/d/1ghUcntODxlqbWP5f44yOTzfNESn67pNk/view?usp=drive_link,https://letterboxd.com/film/llavallol/,,
Lo que vendrá,Gustavo Mosquera R.,1988,99,https://drive.google.com/file/d/1BHYLm_W3Hm7Bpo_1-yvklqmaJS2o9TfT/view,https://letterboxd.com/film/lo-que-vendra/,,https://drive.google.com/uc?id=1tiQmp-xOESDGXp_c7R5ylT0OqsXAbTSQ
El cerrajero,Natalia Smirnoff,2014,77,https://drive.google.com/file/d/1Qo2kuNLLHAuDMh9w2OqpRnQb4eBi7Ale/view,https://letterboxd.com/film/lock-charmer/,,https://drive.google.com/uc?id=1Cqw3gAkcKJvvia1xSXaqhjCyO8vtW1Vn
Los acusados,Antonio Cunill Cabanellas,1960,100,https://drive.google.com/file/d/1oPergtiUVaKfptRoAjYkyOaAxmPvKIl3/view,https://letterboxd.com/film/los-acusados/,,https://drive.google.com/uc?id=1yxH2vzdzfPDDk2sKzeeLfLtBEzf4Sqfm
Los árboles mueren de pie,Carlos Schlieper,1951,82,https://mega.nz/folder/aK5imRrJ#hBLKlb3u58Owiu0qp8lnyQ,https://letterboxd.com/film/los-arboles-mueren-de-pie-1951/,,https://drive.google.com/uc?id=1jAu6T7op7O2cIelxqA3HMlaQ3UGBNoka
Los chantas,José A. Martínez Suárez,1975,124,https://drive.google.com/file/d/1vf9Bg9X5-MG7AcAjj3IxyFg6UtT5sENi/view,https://letterboxd.com/film/los-chantas/,,https://drive.google.com/uc?id=1mPXQJ2vtZe0H13SZxYv_rjGPYjFgdmkw
Los globos,Mariano González,2016,65,https://drive.google.com/file/d/15U7CuteJdZMy_5tVfXCnUG4jfO-f66LK/view,https://letterboxd.com/film/los-globos/,,https://drive.google.com/uc?id=1xZHj47IYJi6-j__KQO2iWPEcSuY7BXOZ
Los justos,Martín Piñeiro,2024,80,https://drive.google.com/file/d/1uh0pEuS-x1E4rGpbq_qzgaixeJGMuUrk/view,https://letterboxd.com/film/los-justos/,,https://drive.google.com/uc?id=1XSlABi0rPsAhHj1IjCPae8E4cy_dCo5z
Los muertos,Lisandro Alonso,2004,78,https://drive.google.com/file/d/11SsRFtf572-UmdcRciEkfuwS2-p-DbGa/view,https://letterboxd.com/film/los-muertos-2004/,,https://drive.google.com/uc?id=1El0J4nuDpAeozz7viwL2lzTclxOYUGzL
Los ojos llenos de amor,Carlos Schlieper,1954,85,https://drive.google.com/file/d/1cmtk9dsy_iRJrTuBgKUMrbC9cIgQSRMf/view?usp=sharing,https://letterboxd.com/film/los-ojos-llenos-de-amor/,,https://drive.google.com/uc?id=141CS9Icwh15WTo-br2-95NSi4gW8gtgU
Los orilleros,Ricardo Luna,1975,85,https://drive.google.com/file/d/1ianiRIvhi9uUroGR_qQgJRIvzhGflSNu/view,https://letterboxd.com/film/los-orilleros/,,https://drive.google.com/uc?id=1eJkhUgrE0Sa1pP3YrLYjBLCTlGe74it8
Los pulpos,Carlos Hugo Christensen,1948,80,https://drive.google.com/file/d/1PUkPsRhASWR3Wr29oTSBwzXr7UqEoM9h/view,https://letterboxd.com/film/los-pulpos/,,https://drive.google.com/uc?id=1WFWVVkaDpa2U0vVXYdhotB4Zgd3jS1cL
Los superagentes contra los fantasmas,Julio Saraceni,1986,92,https://drive.google.com/file/d/1-JzAaaFRQIJYKiDRPWt_-HyVFfH8Ffer/view,https://letterboxd.com/film/los-superagentes-contra-los-fantasmas/,,https://drive.google.com/uc?id=125kNx2TkJ_TUy0cL2ac1o2aXGm7RyWmK
Los tímidos visten de gris,Jorge Darnell,1965,60,https://drive.google.com/file/d/1vhiHXZHugc-NSJY95Xa0z8BaY1D8hvO1/view,https://letterboxd.com/film/los-timidos-visten-de-gris/,,
Los traidores de San Ángel,Leopoldo Torre Nilsson,1967,96,https://drive.google.com/file/d/1IqMVCDgRhmHGuklizn-UONJHsWUm3557/view,https://letterboxd.com/film/los-traidores-de-san-angel/,,https://drive.google.com/uc?id=12Xy1hL9n8tBikJBWG1Py1XGCLCJ8712N
Los tres berretines,Enrique Susini,1933,60,https://drive.google.com/file/d/1l9OFqj4LzqQO7Lxy4jfLt09PBQBc_gP8/view,https://letterboxd.com/film/los-tres-berretines/,,https://drive.google.com/uc?id=1oWnaPHOuCMuGOhpmisyMnp6bv6c9k0Do
Los troperos,Juan Sires,1953,75,https://drive.google.com/file/d/1Rs5bSYpMZ-RfxxhLfsu3GE5mhdUpW__3/view,https://letterboxd.com/film/los-troperos/,,https://drive.google.com/uc?id=1SY0mwZhoItS1zoueNZD7xzCgC8Zqqx2r
El amor es una mujer gorda,Alejandro Agresti,1987,82,https://drive.google.com/file/d/16YIbWs648Hn1qpnObnu_imcVfDqcbTm0/view,https://letterboxd.com/film/love-is-a-fat-woman/,#MemoriaAbierta,https://drive.google.com/uc?id=1S4jhaQjjXhQ4rk-cTj5hEc2af59EtrIc
Amorosa Soledad,"Victoria Galardi, Martín Carranza",2008,77,https://drive.google.com/file/d/1Pn9TvY8Yx_MG8rdED4v726ZC_z95StPG/view,https://letterboxd.com/film/lovely-loneliness/,,
Amando a Maradona,Javier Vázquez,2005,75,https://drive.google.com/file/d/1lefkdKFimRo4YgKkYnq4cs5ljvqIDWVP/view,https://letterboxd.com/film/loving-maradona/,,https://drive.google.com/uc?id=1VyLeO5y5aapKfud2CR0yUOuXBNq1SyO6
Luca,Rodrigo Espina,2008,90,https://drive.google.com/drive/folders/1zY8WJQJCCWBW293mRQD2YMvvYzy2jCdx,https://letterboxd.com/film/luca/,,https://drive.google.com/uc?id=1EpbvKu1s4p4ZbTl8UXYqUmH-PqttTtSo
Luján,Raúl Perrone,2012,87,https://drive.google.com/file/d/1crdVou173fbkuZE57aqsfYMGw3FKoRXv/view,https://letterboxd.com/film/lujan/,,
Lulú,Luis Ortega,2014,87,https://drive.google.com/file/d/1qUH4tfPU9Fkm_bSfVSxxWwk_bYTuLAeE/view,https://letterboxd.com/film/lulu-2014/,,https://drive.google.com/uc?id=1B0cjp2M3AX9toWUAD_M9sLSPpsCvRiwK
Luminum,Maximiliano Schonfeld,2022,62,https://drive.google.com/file/d/1B-WDuIx_TlVUd0yuphBdjFV9Ce3Db8u9/view,https://letterboxd.com/film/luminum/,,https://drive.google.com/uc?id=1hpkBs4q4nXOEjzDsNbU_kKg-j6-WVbN-
Luna,Ernesto Baca,2017,9,https://drive.google.com/file/d/1eZ7cbMHq7afd8v7TRP-epmMFxWJ6-6eI/view,https://letterboxd.com/film/luna-2017-3/,,https://drive.google.com/uc?id=14CCiURuQL-hsUIyfUP2_ieghk-w-gLpL
m,Nicolás Prividera,2007,142,https://drive.google.com/file/d/1ewg-FZ1WHSnnHA-EYcj7DNDjinP9iDM2/view,https://letterboxd.com/film/m-2007-1/,#MemoriaAbierta,https://drive.google.com/file/d/1_u-eWZ4LtxDZgR_mmqkP0ZZnuq7LmApO/view?usp=sharing
Madame Bovary,Carlos Schlieper,1947,82,https://mega.nz/folder/aK5imRrJ#hBLKlb3u58Owiu0qp8lnyQ,https://letterboxd.com/film/madame-bovary-1947/,,https://drive.google.com/uc?id=1xKhYm_pqZba9MmAFtX-e8duIgPvjA528
Made in Argentina,Juan José Jusid,1987,86,https://drive.google.com/file/d/1jjpQ2DPV1Cc13HUA9_5YjJXnzN1wSVaK/view,https://letterboxd.com/film/made-in-argentina/,#MemoriaAbierta,https://drive.google.com/uc?id=1CR0tn_8q2agL3aHWeE-Ny1ELQc5SMx1m
Mamá querida,Silvio Fischbein,1988,76,https://drive.google.com/file/d/1bNMkxDpr9LCxeY2LkXjBBgOr3ho5g1Gh/view,https://letterboxd.com/film/mama-querida/,,https://drive.google.com/uc?id=1L2vWjmdRe8rj8ANnNJ_fa2f0fgG4vaU8
Hombre mirando al sudeste,Eliseo Subiela,1986,109,https://drive.google.com/file/d/1_lG4YHDG9oVUrfq-JVgsXZ3SMPElcctS/view,https://letterboxd.com/film/man-facing-southeast/,,https://drive.google.com/uc?id=1j0041CTkgipHJWNwIKzg0IEabg_5AeGA
El hombre de la esquina rosada,René Múgica,1962,66,https://drive.google.com/file/d/1ct9vX2dZBSS52k8FQrLwnzJuf6LRLZ8r/view,https://letterboxd.com/film/man-on-pink-corner/,,https://drive.google.com/uc?id=1YbR1O_C1rp2A9dicWa8jBC6krFeDqB3E
Mañana me suicido,Carlos Schlieper,1942,70,https://mega.nz/folder/aK5imRrJ#hBLKlb3u58Owiu0qp8lnyQ,https://letterboxd.com/film/manana-me-suicido/,,https://drive.google.com/uc?id=1ILSn9MlbLoyJR9Y4ijCGdj_DJ7jmHHAO
"Margarita, Armando y su padre",Francisco Múgica,1939,90,https://drive.google.com/file/d/1t9E4Itgwdhsl8qz8Ul9DzKiQ-twTRocc/view,https://letterboxd.com/film/margarita-armando-y-su-padre/,,
Margotita,Jorge Polaco,1984,29,https://drive.google.com/file/d/1j0WLKfBjWCuIb9yljrZQMpRHwPrrfEBP/view,https://letterboxd.com/film/margotita/,,
Mario on Tour,Pablo Stigliani,2017,104,https://drive.google.com/file/d/1KB-gfsx7l18jW-Lfp74PZGya4l6MWyAs/view,https://letterboxd.com/film/mario-on-tour/,,https://drive.google.com/uc?id=1OG_R5vYsJMCGBoYFC_RYE6cjD18xAmqp
Casamiento en Buenos Aires,Manuel Romero,1940,73,https://drive.google.com/file/d/106ZuSD3kkXBMcaNDKLFbcGkivLmCaGHo/view,https://letterboxd.com/film/marriage-in-buenos-aires/,,https://drive.google.com/uc?id=15fA4Sot9UD-0N4kIyuIeMGOY-6WtJ16c
Martín (Hache),Adolfo Aristarain,1997,134,https://drive.google.com/file/d/1HHDGY9J7j8OGF6th7myvEGUrJkD7iqz0/view,https://letterboxd.com/film/martin-hache/,,https://drive.google.com/uc?id=1SvYzU4lSSBGos6Nt_UB2YYz1U1jyA0m7
Martín (Hache) [Blu-ray rip],Adolfo Aristarain,1997,134,https://transfer.it/t/UbX2HBlRyLJS,https://letterboxd.com/film/martin-hache/,,https://drive.google.com/uc?id=1SvYzU4lSSBGos6Nt_UB2YYz1U1jyA0m7
Obras maestras del terror,Enrique Carreras,1960,120,https://drive.google.com/file/d/1sZ9dhcKFnFiwdBJUZxTYlD2jHVplT7OX/view,https://letterboxd.com/film/masterworks-of-terror/,,https://drive.google.com/uc?id=1f2LuW-_Sqn9OIj2kVIo9Ina3sn_FdbCY
Matrimonio a la argentina,Enrique Carreras,1968,95,https://drive.google.com/file/d/1N46LLTICw9uv7U5V2N3INDSZSHayV4PH/view,https://letterboxd.com/film/matrimonio-a-la-argentina/,,https://drive.google.com/uc?id=1a7-nweAfOK_aEkU55XYd56u13QFDD9ND
"Mburucuyá, cuadros de la naturaleza",Jorge Acha,1991,95,https://drive.google.com/file/d/1pW3b63chFV3NEy-dRI9tMSjvLP7g89tP/view?usp=sharing,https://letterboxd.com/film/mburucuya-portraits-of-nature/,,
Medio millón por una mujer,Francisco Múgica,1940,85,https://drive.google.com/file/d/19kfRjatW1BdUruSri1utO0zhc7_P3w8r/view,https://letterboxd.com/film/medio-millon-por-una-mujer/,,https://drive.google.com/uc?id=122N3CkK-PC6kZ_zkr70sF7L44UubiGe1
Memorias de Borges,"Virna Molina, Ernesto Ardito",2015,99,https://drive.google.com/file/d/1B8GlHluHPQqxkJBcxdVKTPOAIzmzsaTk/view?usp=sharing,https://letterboxd.com/film/memorias-de-borges/,,
Mi alazán tostao,Nelo Cosimi,1922,44,https://drive.google.com/file/d/1oCFFbNVtOPlM4Too_qU1O8WqYD2fldd-/view?usp=drive_link,https://letterboxd.com/film/mi-alazan-tostao/,,https://drive.google.com/uc?id=1jgyaxetoJUd3az5-yWQXzHr9EqBsEJKN
Mi amor eres tú,Manuel Romero,1941,83,https://drive.google.com/file/d/1fPxhSn-Q5GjBCdcP__A1QU2NeQkiaK1a/view,https://letterboxd.com/film/mi-amor-eres-tu/,,https://drive.google.com/uc?id=1rE_wSGNT-xShX8faNkpPCQ0gRZV4b1L8
Mi mujer está loca,"Carlos Schlieper, Enrique Cahen Salaberry",1952,75,https://mega.nz/folder/aK5imRrJ#hBLKlb3u58Owiu0qp8lnyQ,https://letterboxd.com/film/mi-mujer-esta-loca/,,
Mingo y Aníbal contra los fantasmas,Enrique Carreras,1985,93,https://drive.google.com/file/d/1vzIQrmnhU_l19G06K4sr5ZUAM3G3C5su/view,https://letterboxd.com/film/mingo-y-anibal-contra-los-fantasmas/,,https://drive.google.com/uc?id=1KBPX7n_0aRsCJt9JuWSpGx1mgEBGLLuS
Mirad los lirios del campo,Ernesto Arancibia,1947,109,https://drive.google.com/file/d/1OAyrH77MoWDC1p6JwQ7dFk8ygEbyTpG3/view,https://letterboxd.com/film/mirad-los-lirios-del-campo/,,https://drive.google.com/uc?id=10A4uH2ruyvW1V8X9MDB-j8b09sCsErNE
Misión comando,Carlos Aguilar,1989,82,https://drive.google.com/file/d/1P-XNkoQ3AStHPt__IQv7dcyCsGLfScoy/view,https://letterboxd.com/film/mision-comando/,,https://drive.google.com/uc?id=1BdZZp3gSnRmtHp1xzlOMyWdHxsFZWnyc
Modern Crimes,Alejandro Agresti,1992,82,https://drive.google.com/file/d/1JVMKchrvY4IxRwhnaIRpy6_LBK-aSMCa/view,https://letterboxd.com/film/modern-crimes/,#MemoriaAbierta,https://drive.google.com/uc?id=11s_8xLvaYtwzjDj-FpPKnLvmkF6Cq-m6
Moebius,Gustavo Mosquera R.,1996,88,https://drive.google.com/file/d/17tLYBJ1K04bEyaqm8OU2Xi6YTuwjNvpo/view,https://letterboxd.com/film/moebius/,,https://drive.google.com/uc?id=1-zxlMvAuSM1g67GJyKtPpq-fI1hPSBFk
La chica de los lunes,Leopoldo Torre Nilsson,1967,78,https://drive.google.com/file/d/1csGHBjs8Whjgyz4kiXtrNUSpBNOZFKvg/view,https://letterboxd.com/film/mondays-child/,,https://drive.google.com/uc?id=1dd0g3rLM3l4DmeolxLyPRYq2BPNh-qai
Muchachas que estudian,Manuel Romero,1939,78,https://drive.google.com/file/d/1mx2KI_DPJsI0ojhh7Z0u6_AQ851VtyIJ/view,https://letterboxd.com/film/muchachas-que-estudian/,,https://drive.google.com/uc?id=1RXFJfyepwTQS4TDv9JXN6Ewc7E6OwMbd
Muchachos de la ciudad,José A. Ferreyra,1937,62,https://drive.google.com/file/d/19Oo_1caZBbX-HnCakrrcUQWYPwGA23g4/view,https://letterboxd.com/film/muchachos-de-la-ciudad/,,https://drive.google.com/uc?id=1sHlxyPZoIKChVHZZFeWo2z7e_doDuTpr
mujer sin n destino,Lucía Seles,2006,82,https://drive.google.com/file/d/1UYY7Ts0hYteVZkFWi57wwh35XNBu1AxY/view,https://letterboxd.com/film/mujer-sin-n-destino/,,https://drive.google.com/uc?id=1oUakb2UB19rtVbl5zDtarSKuhsy0YZLG
